Name,Sex,Age,Height,Weight,Year,Event,Medal
Awad Salah Nasser,M,16,168,60,1992,"1,500 metres",NA
Daria Nauer (-Lyrenmann),F,30,168,50,1996,"10,000 metres",NA
Daria Nauer (-Lyrenmann),F,34,168,50,2000,Marathon,NA
Eduardo Nava Alcantara,M,20,180,70,1988,100 metres,NA
Goran Nava,M,27,180,71,2008,"1,500 metres",NA
Francisco Javier Navarro Snchez,M,29,188,80,1996,200 metres,NA
Estela Navascus Parra,F,35,163,50,2016,Marathon,NA
Charles Naveko,M,22,180,64,1988,"10,000 metres",NA
Rabangaki Nawai,M,23,178,83,2008,100 metres,NA
Lee Michelle Naylor,F,25,166,58,1996,400 metres,NA
Lee Michelle Naylor,F,29,166,58,2000,400 metres,NA
Franklin Andrs Nazareno Macas,M,21,179,85,2008,100 metres,NA
Franklin Andrs Nazareno Macas,M,21,179,85,2008,200 metres,NA
Naydi Nazario,F,27,174,61,1984,Marathon,NA
Irina Viktorovna Nazarova (Bagryantseva-),F,22,170,58,1980,400 metres,NA
Nataliya Viktorovna Nazarova,F,21,168,57,2000,400 metres,NA
Nataliya Viktorovna Nazarova,F,25,168,57,2004,400 metres,NA
Olga Vladimirovna Nazarova,F,23,168,57,1988,400 metres,Bronze
Olga Vladimirovna Nazarova,F,27,168,57,1992,400 metres,NA
Valentina Nazarova,F,23,160,52,2008,100 metres,NA
Beauty Nazum Nahar,F,24,157,56,2008,100 metres,NA
Samuel Nchinda-Kaya,M,21,180,82,1988,100 metres,NA
Samuel Nchinda-Kaya,M,21,180,82,1988,200 metres,NA
Samuel Nchinda-Kaya,M,25,180,82,1992,100 metres,NA
Samuel Nchinda-Kaya,M,25,180,82,1992,200 metres,NA
Zephaniah Ncube,M,23,175,55,1980,"5,000 metres",NA
Zephaniah Ncube,M,27,175,55,1984,"5,000 metres",NA
Zephaniah Ncube,M,27,175,55,1984,"10,000 metres",NA
Momar N'Dao,M,31,177,75,1980,100 metres,NA
Amie N'Dow,F,26,158,53,1984,200 metres,NA
Eric N'Dri Pacome,M,26,185,83,2004,100 metres,NA
Clstine N'Drin,F,21,169,56,1984,800 metres,NA
Clstine N'Drin,F,25,169,56,1988,400 metres,NA
Eulucane Ndagijimana,M,27,172,68,1988,800 metres,NA
Eulucane Ndagijimana,M,27,172,68,1988,"1,500 metres",NA
Patrick Ndayisenga,M,28,179,57,2000,Marathon,NA
"Wincatherine Nyambura ""Catherine"" Ndereba",F,32,160,45,2004,Marathon,Silver
"Wincatherine Nyambura ""Catherine"" Ndereba",F,36,160,45,2008,Marathon,Silver
Pardon Ndhlovu,M,28,158,54,2016,Marathon,NA
Emmanuel Ndiemandoi,M,NA,166,62,1980,Marathon,NA
Hinikissa Albertine Ndikert,F,15,165,60,2008,100 metres,NA
Hinikissa Albertine Ndikert,F,19,165,60,2012,200 metres,NA
Caleb Mwangangi Ndiku,M,23,167,65,2016,"5,000 metres",NA
Henri Ndinga,M,23,176,68,1984,100 metres,NA
Henri Ndinga,M,27,176,68,1988,100 metres,NA
Henri Ndinga,M,27,176,68,1988,200 metres,NA
Ernest Ndissipou,M,19,183,68,1992,"5,000 metres",NA
Ernest Ndissipou,M,23,183,68,1996,Marathon,NA
Ernest Ndissipou,M,31,183,68,2004,Marathon,NA
Juma Ndiwa,M,23,186,70,1984,800 metres,NA
Juma Ndiwa,M,27,186,70,1988,800 metres,NA
Reginaldo Micha Ndong,M,21,165,76,2008,100 metres,NA
Jean-Patrick Nduwimana,M,22,180,65,2000,800 metres,NA
Jean-Patrick Nduwimana,M,26,180,65,2004,800 metres,NA
Phumlile Ndzinisa,F,19,170,57,2012,400 metres,NA
Phumlile Ndzinisa,F,23,170,57,2016,100 metres,NA
Mihaela Silvia Neacu (Stancescu-),F,29,170,56,2008,800 metres,NA
Dereje Nedi,M,26,175,55,1980,Marathon,NA
Tena Negere,M,19,170,55,1992,Marathon,NA
Iulia Negur (-Olteanu),F,29,166,58,1996,"10,000 metres",NA
Abebech Negussie,F,17,155,42,2000,"1,500 metres",NA
Hailu Negussie,M,26,170,60,2004,Marathon,NA
Daryll Saskia Neita,F,19,172,61,2016,100 metres,NA
Bryshon Lorenzo Nellum,M,23,183,80,2012,400 metres,NA
Carey Michael Nelson,M,25,179,64,1988,"5,000 metres",NA
Carey Michael Nelson,M,33,179,64,1996,Marathon,NA
Ella Nelson,F,22,169,58,2016,200 metres,NA
Lynn Marie Nelson,F,26,176,57,1988,"10,000 metres",NA
Robert Nemeth,M,22,189,70,1980,"1,500 metres",NA
Roland Nmeth,M,29,169,80,2004,100 metres,NA
Haley Nicole Nemra,F,18,168,59,2008,800 metres,NA
Haley Nicole Nemra,F,22,168,59,2012,800 metres,NA
Christian Nenepath,M,23,168,58,1984,100 metres,NA
Christian Nenepath,M,23,168,58,1984,200 metres,NA
Neo Jie Shi,F,31,168,50,2016,Marathon,NA
Nelia Ihorivna Neporadna,F,19,156,40,2004,"1,500 metres",NA
Richard David Nerurkar,M,28,178,64,1992,"10,000 metres",NA
Richard David Nerurkar,M,32,178,64,1996,Marathon,NA
Joan E. Nesbit (-Mabe),F,34,155,45,1996,"10,000 metres",NA
Yuliya Viktorovna Nesterenko (Bartsevich-),F,25,176,62,2004,100 metres,Gold
Yuliya Viktorovna Nesterenko (Bartsevich-),F,29,176,62,2008,100 metres,NA
Maguy Nestoret (-Ontanon),F,22,166,55,1992,200 metres,NA
Liliana Estefania Neto,F,19,166,57,2016,100 metres,NA
Dagmar Neubauer (Rbsam-),F,26,170,58,1988,400 metres,NA
Maja Doris Neuenschwander,F,32,168,53,2012,Marathon,NA
Maja Doris Neuenschwander,F,36,168,53,2016,Marathon,NA
David Neville,M,24,193,77,2008,400 metres,Bronze
Maxine Claire Newman,F,21,160,48,1992,"1,500 metres",NA
Ng Ka Yee,F,22,158,49,1988,100 metres,NA
Ng Ka Yee,F,22,158,49,1988,200 metres,NA
"Lai Chu ""Winnie"" Ng",F,31,162,48,1984,Marathon,NA
Eulogio Ngache Luembe,M,20,NA,NA,1992,400 metres,NA
Ccile Ngambi,F,23,NA,NA,1984,100 metres,NA
Coolboy Piet Ngamole,M,35,167,55,2012,Marathon,NA
Brigitte Nganaye,F,18,NA,NA,1992,800 metres,NA
Brigitte Nganaye,F,18,NA,NA,1992,"1,500 metres",NA
Valentin Ngbogo,M,23,NA,NA,1992,100 metres,NA
Valentin Ngbogo,M,23,NA,NA,1992,200 metres,NA
Kimurgor Ngeny,M,33,NA,NA,1984,Marathon,NA
Noah Kiprono Ngeny,M,21,182,68,2000,"1,500 metres",Gold
Savieri Ngidhi,M,28,175,64,1996,800 metres,NA
Mabu Joseph Samson Ngoepe,M,23,180,60,2008,800 metres,NA
Chung Henry Ngolwe,M,22,171,67,1984,100 metres,NA
Chung Henry Ngolwe,M,22,171,67,1984,200 metres,NA
John Ngugi Kamau,M,26,178,62,1988,"5,000 metres",Gold
Mireille Florine Nguimgo,F,23,174,60,2000,400 metres,NA
Mireille Florine Nguimgo,F,27,174,60,2004,400 metres,NA
Nguyn Quyn,M,27,157,58,1980,Marathon,NA
Nguyn Th Huyn,F,23,158,45,2016,400 metres,NA
Nguyn Vn Thuyt,M,32,162,54,1988,Marathon,NA
Nguyn nh Minh,M,22,174,64,1988,100 metres,NA
Nguyn nh Minh,M,22,174,64,1988,200 metres,NA
Nguyn nh Cng,M,26,169,62,2008,800 metres,NA
Ronodji Niakaken,M,23,170,55,1988,"5,000 metres",NA
Babacar Niang,M,25,178,63,1984,800 metres,NA
Babacar Niang,M,30,178,63,1988,800 metres,NA
Babacar Niang,M,33,178,63,1992,800 metres,NA
Kirsten Nieuwendam,F,16,160,54,2008,200 metres,NA
Kirsten Nieuwendam,F,20,160,54,2012,200 metres,NA
Pierre-Clestin Nihorimbere,M,23,167,55,2016,Marathon,NA
Marek Niit,M,24,182,82,2012,100 metres,NA
Marek Niit,M,24,182,82,2012,200 metres,NA
Hitomi Niiya,F,24,165,44,2012,"5,000 metres",NA
Hitomi Niiya,F,24,165,44,2012,"10,000 metres",NA
"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,24,182,70,1980,Marathon,Silver
"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,28,182,70,1984,Marathon,NA
"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,33,182,70,1988,Marathon,NA
Aniela Katarzyna Nikiel (-Gogosz),F,30,160,41,1996,Marathon,NA
Yegor Vladimirovich Nikolayev,M,24,176,60,2012,"1,500 metres",NA
Sunder Lamont Nix,M,22,175,65,1984,400 metres,NA
Vnuste Niyongabo,M,22,176,60,1996,"5,000 metres",Gold
Vnuste Niyongabo,M,26,176,60,2000,"5,000 metres",NA
Francine Niyonizigiye,F,15,155,36,2004,"5,000 metres",NA
Francine Niyonizigiye,F,19,155,36,2008,"5,000 metres",NA
Abraham Niyonkuru,M,26,162,52,2016,Marathon,NA
Francine Niyonsaba,F,19,166,60,2012,800 metres,NA
Francine Niyonsaba,F,23,166,60,2016,800 metres,Silver
Laurence Niyonsaba,F,19,NA,NA,1992,"1,500 metres",NA
Alos Nizigama,M,30,171,53,1996,"10,000 metres",NA
Alos Nizigama,M,34,171,53,2000,"10,000 metres",NA
Adama N'Jie,F,18,163,50,1996,800 metres,NA
Adama N'Jie,F,22,163,50,2000,800 metres,NA
Adama N'Jie,F,26,163,50,2004,800 metres,NA
Momodou Bello N'Jie,M,18,176,70,1988,800 metres,NA
Momodou Bello N'Jie,M,22,176,70,1992,"1,500 metres",NA
Chirine Njeim,F,31,168,60,2016,Marathon,NA
Georgette Emilie N'Koma,F,27,166,54,1992,200 metres,NA
Georgette Emilie N'Koma,F,31,166,54,1996,200 metres,NA
Elijah Nkala,M,24,165,69,1988,400 metres,NA
Carvin Nkanata,M,25,NA,72,2016,200 metres,NA
Eric Nkansah Appiah,M,20,172,82,1996,100 metres,NA
Eric Nkansah Appiah,M,28,172,82,2004,100 metres,NA
Charles Nkazamyampi,M,26,184,68,1996,800 metres,NA
"Augustine ""Gus"" Nketia",M,25,181,73,1996,100 metres,NA
Namakoe Nkhasi,M,23,NA,NA,2016,"5,000 metres",NA
Abel Nkhoma,M,NA,188,57,1980,Marathon,NA
Lebenya Nkoka,M,33,NA,NA,2016,Marathon,NA
David Nkoua,M,22,170,70,1992,100 metres,NA
Lasnet Lelisse Nkouka,F,18,170,59,1988,400 metres,NA
Thophile Clorico Nkounkou,M,28,176,74,1980,100 metres,NA
Mercy Akpanchang Nku (-Esimoneze),F,24,170,67,2000,100 metres,NA
Mercy Akpanchang Nku (-Esimoneze),F,24,170,67,2000,200 metres,NA
Mercy Akpanchang Nku (-Esimoneze),F,28,170,67,2004,100 metres,NA
No Hye-Sun,F,19,161,48,1988,"1,500 metres",NA
Tavevele Noa,M,20,176,74,2012,100 metres,NA
Mizuki Noguchi,F,26,150,40,2004,Marathon,Gold
James Nolan,M,23,185,69,2000,"1,500 metres",NA
James Nolan,M,27,185,69,2004,"1,500 metres",NA
Emad Hamed Mohamed Noor,M,22,179,60,2012,"1,500 metres",NA
Mindaugas Norbutas,M,27,183,69,2004,800 metres,NA
Nadia Noujani,F,30,164,46,2012,"5,000 metres",NA
Lus Azevedo da Silva Novo,M,30,173,60,2000,Marathon,NA
Marcin Andrzej Nowak,M,23,174,71,2000,100 metres,NA
Oguzoeme Nsenu,F,22,173,68,1980,100 metres,NA
Joachim Nshimirimana,M,31,168,53,2004,Marathon,NA
Joachim Nshimirimana,M,35,168,53,2008,Marathon,NA
Christian Nsiah,M,24,190,79,2000,100 metres,NA
Christian Nsiah,M,28,190,79,2004,200 metres,NA
Vida Nsiah,F,24,172,65,2000,100 metres,NA
Akonga Nsimbo,F,21,NA,NA,2000,100 metres,NA
Akonga Nsimbo,F,21,NA,NA,2000,200 metres,NA
Marlyse Nsourou,F,17,155,55,2004,800 metres,NA
Joo Baptista N'Tyamba,M,20,178,60,1988,800 metres,NA
Joo Baptista N'Tyamba,M,24,178,60,1992,800 metres,NA
Joo Baptista N'Tyamba,M,24,178,60,1992,"1,500 metres",NA
Joo Baptista N'Tyamba,M,28,178,60,1996,"1,500 metres",NA
Joo Baptista N'Tyamba,M,32,178,60,2000,Marathon,NA
Joo Baptista N'Tyamba,M,36,178,60,2004,Marathon,NA
Joo Baptista N'Tyamba,M,40,178,60,2008,Marathon,NA
Frans Ntaole,M,33,168,62,1984,"10,000 metres",NA
Frans Ntaole,M,33,168,62,1984,Marathon,NA
Mathias Ntawulikura,M,24,171,63,1988,"5,000 metres",NA
Mathias Ntawulikura,M,28,171,63,1992,"10,000 metres",NA
Mathias Ntawulikura,M,32,171,63,1996,"10,000 metres",NA
Mathias Ntawulikura,M,36,171,63,2000,Marathon,NA
Mathias Ntawulikura,M,40,171,63,2004,Marathon,NA
Camera Ntereke,M,28,183,72,1992,400 metres,NA
Noheku Nteso,M,26,152,44,1988,Marathon,NA
Aim-Issa Nthp,M,31,180,70,2004,100 metres,NA
Mpesela Ntlot'soeu,M,27,154,58,2004,Marathon,NA
Diane Nukuri-Johnson,F,15,183,59,2000,"5,000 metres",NA
Diane Nukuri-Johnson,F,27,183,59,2012,Marathon,NA
Diane Nukuri-Johnson,F,31,183,59,2016,"10,000 metres",NA
Juan Nez Lima,M,28,178,73,1988,100 metres,NA
Tiidrek Nurme,M,22,184,70,2008,"1,500 metres",NA
Tiidrek Nurme,M,30,184,70,2016,Marathon,NA
Liliya Foatovna Nurutdinova,F,28,174,52,1992,800 metres,Silver
Andrea Nuti,M,25,185,75,1992,400 metres,NA
John Barry Nuttall,M,29,175,59,1996,"5,000 metres",NA
Rutendo Joan Nyahora,F,27,155,45,2016,Marathon,NA
Alfred Nyambane,M,28,167,63,1984,200 metres,NA
Patric Nyambariro-Nhauro,M,26,163,53,1984,Marathon,NA
Watson Nyambek,M,20,170,73,1996,100 metres,NA
Watson Nyambek,M,24,170,73,2000,100 metres,NA
Suleiman Nyambui,M,27,182,74,1980,"5,000 metres",Silver
Elkana Nyangau,M,NA,169,62,1988,400 metres,NA
"Thomas ""Tom"" Nyariki Mongare",M,24,170,62,1996,"5,000 metres",NA
Cuthbert Nyasango,M,25,163,56,2008,"10,000 metres",NA
Cuthbert Nyasango,M,29,163,56,2012,Marathon,NA
Cuthbert Nyasango,M,33,163,56,2016,Marathon,NA
Apollinarie Nyinawabra,F,NA,156,54,1988,Marathon,NA
piphanie Nyirabaram,F,22,160,53,2004,Marathon,NA
piphanie Nyirabaram,F,26,160,53,2008,Marathon,NA
Daphrose Nyiramutuzo,F,16,162,52,1988,"1,500 metres",NA
Salome Nyirarukundo,F,18,NA,NA,2016,"10,000 metres",NA
Lilian Nyiti,F,21,170,53,1980,800 metres,NA
Young Talkmore Nyongani,M,20,178,75,2004,400 metres,NA
Young Talkmore Nyongani,M,24,178,75,2008,400 metres,NA
Joseph Nzau,M,32,173,64,1984,"10,000 metres",NA
Joseph Nzau,M,32,173,64,1984,Marathon,NA
Sibusiso Nzima,M,29,164,57,2016,Marathon,NA
Abel Tshaka Tshakile Nzimande,M,30,178,66,1992,200 metres,NA
O Mi-Ja,F,26,166,50,1996,Marathon,NA
O Mi-Ja,F,30,166,50,2000,Marathon,NA
Iolanda Oan,F,26,183,63,1992,200 metres,NA
"Catherine ""Cathy"" O'Brien (Schiro-)",F,21,157,44,1988,Marathon,NA
"Catherine ""Cathy"" O'Brien (Schiro-)",F,25,157,44,1992,Marathon,NA
Francis Obiorah Obikwelu,M,17,195,79,1996,200 metres,NA
Francis Obiorah Obikwelu,M,21,195,79,2000,200 metres,NA
Francis Obiorah Obikwelu,M,25,195,79,2004,100 metres,Silver
Francis Obiorah Obikwelu,M,25,195,79,2004,200 metres,NA
Francis Obiorah Obikwelu,M,29,195,79,2008,100 metres,NA
Juliana Obiong Nzang,F,22,158,49,1988,400 metres,NA
Juliana Obiong Nzang,F,30,158,49,1996,100 metres,NA
Hellen Onsando Obiri,F,22,160,50,2012,"1,500 metres",NA
Hellen Onsando Obiri,F,26,160,50,2016,"5,000 metres",Silver
Darlenis Obregn Mulato,F,22,168,58,2008,200 metres,NA
Christian Obrist,M,27,183,65,2008,"1,500 metres",NA
Jessica O'Connell,F,27,158,48,2016,"5,000 metres",NA
Mary Theresa O'Connor,F,29,155,43,1984,Marathon,NA
Isabella Bosibori Ochichi,F,24,152,41,2004,"5,000 metres",Silver
Kennedy Ochieng,M,24,183,73,1996,400 metres,NA
Kennedy Ochieng,M,28,183,73,2000,400 metres,NA
Peter Gerard O'Donoghue,M,22,177,64,1984,"1,500 metres",NA
"Matthew ""Matt"" O'Dowd",M,28,173,60,2004,Marathon,NA
Tega Peter Odele,M,20,188,80,2016,200 metres,NA
Joyce Odhiambo,F,25,173,63,1988,100 metres,NA
Joyce Odhiambo,F,25,173,63,1988,200 metres,NA
Edidiong Ofonime Odiong,F,19,167,58,2016,200 metres,NA
Ejowvokoghene Divine Oduduru,M,19,NA,70,2016,200 metres,NA
"Muizat Ajoke ""AJ"" Odumosu Alademerin",F,20,165,59,2008,400 metres,NA
Marlies Oelsner-Ghr,F,22,165,55,1980,100 metres,Silver
Marlies Oelsner-Ghr,F,30,165,55,1988,100 metres,NA
Tsuyoshi Ogata,M,35,165,50,2008,Marathon,NA
Julie Ogborn (-James),F,30,160,47,1988,Marathon,NA
Peter Steven Ogilvie,M,20,178,70,1992,200 metres,NA
Peter Steven Ogilvie,M,24,178,70,1996,200 metres,NA
Francis Ogola,M,19,183,74,1992,200 metres,NA
Francis Ogola,M,19,183,74,1992,400 metres,NA
Francis Ogola,M,23,183,74,1996,400 metres,NA
Andreea Luiza Ogrzeanu,F,22,179,64,2012,100 metres,NA
Andreea Luiza Ogrzeanu,F,22,179,64,2012,200 metres,NA
Falilat Ogunkoya (-Osheku),F,19,172,66,1988,200 metres,NA
Falilat Ogunkoya (-Osheku),F,27,172,66,1996,400 metres,Bronze
Falilat Ogunkoya (-Osheku),F,31,172,66,2000,400 metres,NA
Seun Ogunkoya,M,18,180,86,1996,200 metres,NA
Seun Ogunkoya,M,22,180,86,2000,100 metres,NA
"Adeseye Akinola ""Seye"" Ogunlewe",M,24,189,84,2016,100 metres,NA
Femi Seun Ogunode,M,25,175,72,2016,100 metres,NA
Femi Seun Ogunode,M,25,175,72,2016,200 metres,NA
Jackson Fred Ogwang,M,29,167,58,1988,Marathon,NA
"Christopher ""Chris"" O'Hare",M,25,178,63,2016,"1,500 metres",NA
Christine Ijeoma Chika Ohuruogu,F,20,172,70,2004,400 metres,NA
Christine Ijeoma Chika Ohuruogu,F,24,172,70,2008,400 metres,Gold
Christine Ijeoma Chika Ohuruogu,F,28,172,70,2012,400 metres,Silver
Christine Ijeoma Chika Ohuruogu,F,32,172,70,2016,400 metres,NA
Jaime Enrique Ojeda Paredes,M,28,169,56,1992,Marathon,NA
Pushpa Raj Ojha,M,24,177,58,1984,400 metres,NA
Endurance Ojokolo,F,28,158,54,2004,100 metres,NA
Blessing Okagbare (-Ighoteguonor),F,23,181,71,2012,100 metres,NA
Blessing Okagbare (-Ighoteguonor),F,27,181,71,2016,100 metres,NA
Blessing Okagbare (-Ighoteguonor),F,27,181,71,2016,200 metres,NA
Ibrahim Okash Omar,M,19,180,65,1984,400 metres,NA
Ibrahim Okash Omar,M,23,180,65,1988,800 metres,NA
Margaret Okayo,F,28,150,39,2004,Marathon,NA
Peter Okodogbe,M,22,178,65,1980,100 metres,NA
Peter Okodogbe,M,22,178,65,1980,200 metres,NA
Marilyn Chinwenwa Okoro,F,23,167,60,2008,800 metres,NA
"Michael ""Mike"" Okot",M,25,173,60,1984,400 metres,NA
Ezinne Okparaebo,F,20,164,56,2008,100 metres,NA
Ezinne Okparaebo,F,24,164,56,2012,100 metres,NA
Ezinne Okparaebo,F,24,164,56,2012,200 metres,NA
Ezinne Okparaebo,F,28,164,56,2016,100 metres,NA
Ciaran O'Lionaird,M,24,NA,NA,2012,"1,500 metres",NA
Nua Olaru,F,33,162,46,2004,Marathon,NA
Ihor Oleksiyovych Olefirenko,M,26,186,70,2016,Marathon,NA
Yuliya Anatolivna Olishevska,F,27,167,58,2016,400 metres,NA
Grayna Oliszewska (-Baumgarten),F,20,161,58,1980,400 metres,NA
"Carl Oliver, Jr.",M,27,178,80,1996,400 metres,NA
"Charles ""Charlie"" Oliver",M,29,185,65,1984,800 metres,NA
Ilrey Oliver (-Sparks),F,21,170,57,1984,400 metres,NA
rika Alejandra Olivera de la Fuente,F,20,165,55,1996,Marathon,NA
rika Alejandra Olivera de la Fuente,F,24,165,55,2000,Marathon,NA
rika Alejandra Olivera de la Fuente,F,28,165,55,2004,Marathon,NA
rika Alejandra Olivera de la Fuente,F,36,165,55,2012,Marathon,NA
rika Alejandra Olivera de la Fuente,F,40,165,55,2016,Marathon,NA
Maximo Oliveras,M,34,NA,NA,1996,Marathon,NA
Andr Olivier,M,22,192,76,2012,800 metres,NA
Nadiya Fedorivna Olizarenko (Mushta-),F,26,165,57,1980,800 metres,Gold
Nadiya Fedorivna Olizarenko (Mushta-),F,26,165,57,1980,"1,500 metres",Bronze
Nadiya Fedorivna Olizarenko (Mushta-),F,34,165,57,1988,800 metres,NA
Beleynesh Oljira Jemane,F,22,165,49,2012,"10,000 metres",NA
Manuel Olmedo Villar,M,21,184,68,2004,800 metres,NA
Manuel Olmedo Villar,M,25,184,68,2008,800 metres,NA
Pablo Olmedo Castaon,M,25,175,60,2000,"5,000 metres",NA
Ghyd Kermeliss Holly Olonghot,M,22,175,68,2008,100 metres,NA
Ovidiu Olteanu,M,25,183,72,1996,"1,500 metres",NA
Stela Olteanu (Apetre-),F,24,170,54,1996,"5,000 metres",NA
Sunday Olweny,M,21,173,69,1988,200 metres,NA
Frank O'Mara,M,24,174,57,1984,"1,500 metres",NA
Frank O'Mara,M,28,174,57,1988,"5,000 metres",NA
Frank O'Mara,M,32,174,57,1992,"5,000 metres",NA
Samia Yusuf Omar,F,17,162,54,2008,200 metres,NA
Rafa Omelko,M,27,195,75,2016,400 metres,NA
Shigekazu Omori,M,24,180,62,1996,400 metres,NA
Omolara Omotosho,F,19,152,50,2012,400 metres,NA
Omolara Omotosho,F,23,152,50,2016,400 metres,NA
Kate O'Neill (-Tenforde),F,24,162,49,2004,"10,000 metres",NA
Donald Onchiri Okayo,M,31,168,61,1996,100 metres,NA
Kennedy Ondiek,M,21,173,67,1988,100 metres,NA
Kennedy Ondiek,M,21,173,67,1988,200 metres,NA
Kennedy Ondiek,M,25,173,67,1992,100 metres,NA
Kennedy Ondiek,M,25,173,67,1992,200 metres,NA
Yobes Ondieki,M,27,178,64,1988,"5,000 metres",NA
Yobes Ondieki,M,31,178,64,1992,"5,000 metres",NA
Gisle Pascale Simangoye Ongollo (-Bekale),F,18,160,60,1984,100 metres,NA
Gisle Pascale Simangoye Ongollo (-Bekale),F,22,160,60,1988,100 metres,NA
Misaki Onishi,F,31,164,45,2016,"5,000 metres",NA
Ryuji Ono,M,19,160,47,2004,"10,000 metres",NA
Raghu Raj Onta,M,27,168,61,1980,100 metres,NA
"Nwanyika Jenete C. ""Anyika"" Onuora",F,27,178,76,2012,100 metres,NA
"Nwanyika Jenete C. ""Anyika"" Onuora",F,27,178,76,2012,200 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,20,168,54,1988,200 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,24,168,54,1992,100 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,24,168,54,1992,200 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,28,168,54,1996,100 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,28,168,54,1996,200 metres,Bronze
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,32,168,54,2000,100 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,32,168,54,2000,200 metres,NA
"Nkemdilim ""Mary"" Onyali-Omagbemi",F,36,168,54,2004,200 metres,NA
"Fredrick Momanyi ""Fred"" Onyancha",M,27,170,64,1996,800 metres,Bronze
Charity Opara (-Asonze),F,28,170,60,2000,400 metres,NA
Christy Opara-Thompson,F,22,170,63,1992,100 metres,NA
Martine Oppliger-Bouchonneau (Pajot-),F,30,170,56,1988,"10,000 metres",NA
"Gerald ""Gerry"" O'Reilly",M,24,188,72,1988,"1,500 metres",NA
Roman Oravec,M,22,188,75,2000,800 metres,NA
Marta Elena Orellana,F,22,174,55,1996,800 metres,NA
Angie Orjuela Soche,F,27,158,46,2016,Marathon,NA
Hlder Mendes Abreu Ornelas,M,26,176,64,2000,"5,000 metres",NA
Hlder Mendes Abreu Ornelas,M,34,176,64,2008,Marathon,NA
Irn Orosz-rva,F,29,168,50,1980,200 metres,NA
Lus Alberto Orta Milln,M,27,160,50,2016,Marathon,NA
Omar Esteban Ortega,M,23,183,70,1984,"1,500 metres",NA
Florian Orth,M,27,181,63,2016,"5,000 metres",NA
Evaristo Roberto Ortz,M,27,175,77,1988,100 metres,NA
Pedro Elias Ortiz,M,32,169,63,1988,"10,000 metres",NA
Pedro Elias Ortiz,M,32,169,63,1988,Marathon,NA
Caroline O'Shea,F,23,168,56,1984,800 metres,NA
"Michael ""Mick"" O'Shea",M,25,185,68,1980,"5,000 metres",NA
Marcus Christopher O'Sullivan,M,22,175,60,1984,800 metres,NA
Marcus Christopher O'Sullivan,M,22,175,60,1984,"1,500 metres",NA
Marcus Christopher O'Sullivan,M,26,175,60,1988,"1,500 metres",NA
Marcus Christopher O'Sullivan,M,30,175,60,1992,"1,500 metres",NA
Marcus Christopher O'Sullivan,M,34,175,60,1996,"1,500 metres",NA
Sonia O'Sullivan,F,22,175,55,1992,"1,500 metres",NA
Sonia O'Sullivan,F,26,175,55,1996,"1,500 metres",NA
Sonia O'Sullivan,F,26,175,55,1996,"5,000 metres",NA
Sonia O'Sullivan,F,30,175,55,2000,"5,000 metres",Silver
Sonia O'Sullivan,F,30,175,55,2000,"10,000 metres",NA
Sonia O'Sullivan,F,34,175,55,2004,"5,000 metres",NA
Andrew Ifeanyichukwu Osagie,M,24,189,72,2012,800 metres,NA
Jun Osakada,M,26,177,67,2000,400 metres,NA
Jun Osakada,M,30,177,67,2004,400 metres,NA
Sakae Osaki,M,27,165,53,1992,"10,000 metres",NA
Suguru Osako,M,25,170,53,2016,"5,000 metres",NA
Suguru Osako,M,25,170,53,2016,"10,000 metres",NA
Tomohiro Osawa,M,19,180,75,1988,100 metres,NA
"Oludamola Bolanle ""Damola"" Osayomi",F,22,163,63,2008,100 metres,NA
"Oludamola Bolanle ""Damola"" Osayomi",F,22,163,63,2008,200 metres,NA
"Oludamola Bolanle ""Damola"" Osayomi",F,26,163,63,2012,100 metres,NA
Kennedy Kwame Osei,M,25,178,68,1992,800 metres,NA
Eugenia Osho-Williams,F,19,183,55,1980,100 metres,NA
Eugenia Osho-Williams,F,19,183,55,1980,200 metres,NA
Eugenia Osho-Williams,F,19,183,55,1980,400 metres,NA
Eugenia Osho-Williams,F,19,183,55,1980,800 metres,NA
Eugenia Osho-Williams,F,23,183,55,1984,100 metres,NA
Shelayna Elicia  Oskan-Clarke (Gumbs-),F,26,172,64,2016,800 metres,NA
Paul Osland,M,24,188,63,1988,800 metres,NA
Matic Osovnikar,M,24,177,75,2004,100 metres,NA
Matic Osovnikar,M,24,177,75,2004,200 metres,NA
Matic Osovnikar,M,28,177,75,2008,100 metres,NA
Matic Osovnikar,M,28,177,75,2008,200 metres,NA
Serhiy Osovych,M,22,181,72,1996,100 metres,NA
Lus Fernando Ostos Cruz,M,23,160,50,2016,"10,000 metres",NA
Ryszard Ostrowski,M,27,176,62,1988,800 metres,NA
